name,ID,SEX,ALIVE,COMPANY,ALIGN
Marcus Andrews (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Grace (Mannite) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Glub (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Gianna Esperanza (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Elizabeth Bliss (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Darco (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Chi-Chee (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Zawadi (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Uriel (Angel) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Ulysses Dragonblood (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sorrow (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Rafe Scanlon (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jacques LeBeau (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Marcus Tsung (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Lawrence Young (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Patrick Carney (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
G-Type (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Kwate (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Dylan Maguire (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Dennis Golembuski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Couleur (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Cosmo (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Cilla (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Cesar Belinski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Atleza Langunn (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Ardina (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Una-Rogg (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Tobias Messenger (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Lupa (Savage Land Mutate) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Irina Clayton (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Cyra (Asgardian) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Christopher Cassera (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Big Mother (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Beckah Parker (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
M-Plate (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Kalikya (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Jennifer Walters (Heroes Reborn) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Victor Krueller (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Tuc (Space Phantom) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tobias (Space Phantom) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rex (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Michael Engelschwert (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Martha Paterson (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Marcel Fournier (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Manowar (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Glib Arkanian (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Ever (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Alexander Patel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jacob Lashinski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jane Hampshire (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Emil Lapin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
John Barnes (Heroes Reborn) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Gadriel (Grigori) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Conundrum (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kim Gaunt (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Bianca LaNeige (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Amodeus Q. Termineus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Isabel Ferguson (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Edwin Martynec (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Donovan Zane (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sinjin Quarrel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Luz Santos (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Paris Scott (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rebecca Essex (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Devlin DeAngelo (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sylvia Prazniki (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Anielle (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Thomas Duffy (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Turk (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Sylvan Scofield (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Shock Trauma (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Samuel Yates (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Marc Navarone (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Claudio Volpe (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Loathing (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Dava Sborsc (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Grace Balin (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
Al Bizarro (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Angelo Mirti (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Isabelle Cheranova (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Biff Bradley (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Richard Destine (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Waterman (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
William Hayes (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Fear (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Lkz (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Ariadne Pinxit (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Clifford Grimm (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Nnamdi (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
August Davezak (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Gideon Rivers (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Sigourney Amundsen (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Ubermensch II (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Byakko (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Diana Prince (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Lady Zand (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Rachel Berkowitz (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Sakki (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Ellison (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Nicky Lincoln (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Joshua Stanzland (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Rafael Harris (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Alan Armstrong (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Devlin (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Jacob Freeman (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Paul Christian (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Rollo (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Phat-Boy (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Shiv II (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Spindoc (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Technician (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Veronica Dale (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
Mad Dog (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Bocor (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Carlton Slater (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Sureshot (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Nathaniel (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Mark Meachum (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Twelfth Knight (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Scarlet Rose (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
Skull (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Solution (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Armitage Hawsley (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Bradford Sackett (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Chas Parmenter (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Craig Windrow (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Nicholas Kotero (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Mr. Feekle (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Archer Braun (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Dalkriig-Hath (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Deadfall I (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Eldon Adams (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Guardian of Hy-Brasil (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Johnny Navarone (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Neutral Characters
JT Burns (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Jugular (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Know Man (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Longshadow (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Pandora II (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Lucia (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Unimate (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Getorix (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Neutral Characters
Malavar (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Mark Sunderland (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Owens (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Pele (New Earth),Public Identity,Female Characters,Living Characters,DC,Neutral Characters
Vitoria (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Widower (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Zeddmore Washington (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
